STD CURVES INFO: the Pearson's R^2 for N2O HIGH was 0.9978.  File = 20140806_Leak8
STD CURVES INFO: the Pearson's R^2 for N2O LOW was 1.  File = 20140806_Leak8
STD CURVES INFO: the Pearson's R^2 for CO2 HIGH was 0.9993.  File = 20140806_Leak8
STD CURVES INFO: the Pearson's R^2 for CO2 LOW was 1.  File = 20140806_Leak8
STD CURVES INFO: the Pearson's R^2 for CH4 HIGH was 0.9989.  File = 20140806_Leak8
STD CURVES INFO: the Pearson's R^2 for CH4 LOW was 1.  File = 20140806_Leak8
AMBIENT VIAL INFO: the CV for N2O was 0.0096.  File = 20140806_Leak8
AMBIENT VIAL INFO: the CV for CO2 was 0.124.  File = 20140806_Leak8
AMBIENT VIAL INFO: the CV for CH4 was 0.1112.  File = 20140806_Leak8
TIME ZERO INFO: the CV for N2O was NA.  File = 20140806_Leak8
TIME ZERO INFO: the CV for CO2 was NA.  File = 20140806_Leak8
TIME ZERO INFO: the CV for CH4 was NA.  File = 20140806_Leak8
