STD CURVES INFO: the Pearson's R^2 for N2O HIGH was 0.9976.  File = 20140905_Leak12
STD CURVES INFO: the Pearson's R^2 for N2O LOW was 1.  File = 20140905_Leak12
STD CURVES INFO: the Pearson's R^2 for CO2 HIGH was 0.9985.  File = 20140905_Leak12
STD CURVES INFO: the Pearson's R^2 for CO2 LOW was 1.  File = 20140905_Leak12
STD CURVES INFO: the Pearson's R^2 for CH4 HIGH was 0.8986.  File = 20140905_Leak12
STD CURVES INFO: the Pearson's R^2 for CH4 LOW was 1.  File = 20140905_Leak12
AMBIENT VIAL INFO: the CV for N2O was 0.0072.  File = 20140905_Leak12
AMBIENT VIAL INFO: the CV for CO2 was 0.0795.  File = 20140905_Leak12
AMBIENT VIAL INFO: the CV for CH4 was 0.037.  File = 20140905_Leak12
TIME ZERO INFO: the CV for N2O was NA.  File = 20140905_Leak12
TIME ZERO INFO: the CV for CO2 was NA.  File = 20140905_Leak12
TIME ZERO INFO: the CV for CH4 was NA.  File = 20140905_Leak12
